Episode,Agent 3
1.0,10.4
2.0,8.2
3.0,8.6
4.0,6.2
5.0,14.4
6.0,6.6
7.0,12.6
8.0,9.4
9.0,11.8
10.0,11.2
11.0,6.6
12.0,6.2
13.0,9.2
14.0,5.6
15.0,9.2
16.0,6.8
17.0,5.6
18.0,7.0
19.0,5.2
20.0,6.8
21.0,5.6
22.0,5.4
23.0,6.4
24.0,8.4
25.0,8.2
26.0,7.0
27.0,8.8
28.0,6.8
29.0,13.2
30.0,8.4
31.0,9.0
32.0,8.6
33.0,12.0
34.0,6.6
35.0,13.8
36.0,7.8
37.0,8.0
38.0,6.8
39.0,7.2
40.0,16.6
41.0,9.2
42.0,5.0
43.0,12.0
44.0,8.8
45.0,7.2
46.0,9.2
47.0,9.0
48.0,8.6
49.0,8.4
50.0,7.6
51.0,8.8
52.0,7.4
53.0,10.4
54.0,7.8
55.0,5.8
56.0,9.8
57.0,11.0
58.0,15.4
59.0,10.4
60.0,8.8
61.0,7.0
62.0,8.6
63.0,8.6
64.0,11.4
65.0,11.6
66.0,7.6
67.0,11.8
68.0,6.2
69.0,13.2
70.0,8.2
71.0,8.2
72.0,7.2
73.0,9.4
74.0,6.0
75.0,10.6
76.0,12.0
77.0,10.6
78.0,6.8
79.0,6.4
80.0,9.6
81.0,14.4
82.0,9.8
83.0,8.6
84.0,10.0
85.0,9.4
86.0,9.6
87.0,9.2
88.0,12.2
89.0,13.0
90.0,11.6
91.0,9.2
92.0,14.8
93.0,10.8
94.0,8.2
95.0,11.0
96.0,4.6
97.0,7.2
98.0,10.0
99.0,12.0
100.0,10.6
101.0,13.6
102.0,9.8
103.0,7.4
104.0,9.2
105.0,7.4
106.0,7.8
107.0,8.0
108.0,7.2
109.0,8.2
110.0,10.2
111.0,13.6
112.0,6.6
113.0,7.4
114.0,13.8
115.0,7.0
116.0,10.2
117.0,10.8
118.0,6.6
119.0,9.6
120.0,9.4
121.0,5.8
122.0,6.4
123.0,9.0
124.0,8.2
125.0,11.2
126.0,10.8
127.0,11.6
128.0,10.2
129.0,8.4
130.0,8.8
131.0,12.4
132.0,6.4
133.0,11.4
134.0,11.8
135.0,10.0
136.0,10.2
137.0,10.0
138.0,10.0
139.0,9.8
140.0,11.6
141.0,10.2
142.0,11.8
143.0,8.8
144.0,7.4
145.0,10.2
146.0,12.4
147.0,10.4
148.0,15.8
149.0,5.4
150.0,14.6
151.0,9.0
152.0,8.6
153.0,8.2
